Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
Essentials,Default Category/Products,59,Yes,essentials,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Essentials,"Essentials, Outdoor, Patio, Furniture, Rattan","How can you bring even more luxury to your patio or porch with unsurpassed rattan and wicker essentials? Our outdoor essentials will bring additional class to your home, from hampers to lighting and umbrellas, the choices are endless.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Faux Rattan,Default Category/Products,60,Yes,faux-rattan,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Faux Rattan,"Faux, Rattan, Outdoor, Furniture",You will see the craftsmanship and eminence detail in each faux rattan strand woven into your outdoor furniture.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Faux Wicker,Default Category/Products,61,Yes,faux-wicker,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Faux Wicker,"Faux, Wicker, Outdoor, Furniture",Experience the master craftsmanship of our exquisite faux wicker furniture made with innovating techniques.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Faux Wicker,Default Category/Products,62,Yes,faux-wicker,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Faux Wicker,"Faux, Wicker, Outdoor, Furniture",Experience the master craftsmanship of our exquisite faux wicker furniture made with innovating techniques.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Fine Furniture,Default Category/Products,63,Yes,fine-furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Fine Furniture,"Fine, Furniture, Rattan, Outdoor","Sink into rattan fine furniture today, and you will wonder how you ever lived without it.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Fine Wicker Furniture,Default Category/Products,64,Yes,fine-wicker-furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Fine Wicker Furniture,"Fine, Wicker, Furniture, Outdoor","Are you ready for the luxury of our fine wicker furniture sets? By day, you'll find solidarity, and by night, you will invite celebration with our fine wicker furniture collection because our company's exclusive fine furniture displays five-star qualit...",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Footrests,Default Category/Products,65,Yes,footrests,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Footrests,"Footrests, Outdoor, Patio, Furniture, Rattan",How can you provide premium relaxation with handcrafted footrests on your patio or sundeck? Adding our company's outdoor footrests to your rattan furniture collection allows for plush comfort wherever it's placed.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture,Default Category/Products,66,Yes,furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture,"Furniture, Rattan, Outdoor",Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Clearance,Default Category/Products,67,Yes,furniture-clearance,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Clearance,"Furniture, Clearance, Outdoor, Rattan, Patio","How much selection will you find when browsing through our rattan outdoor patio furniture clearance? Our rattan outdoor furniture clearance spans a full ray of sofas, low-maintenance tempered glass topped tables as well as sectionals and chairs.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Collections,Default Category/Products,68,Yes,furniture-collections,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Collections,"Furniture, Collections, rattan, outdoor","Going beyond the ordinary, outdoor rattan furniture collections convey the perfect outdoor oasis.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Covers,Default Category/Products,69,Yes,furniture-covers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Covers,"Furniture, Covers, Outdoor, Rattan, Patio","How can our accommodating furniture covers extend the life of your rattan patio furniture? No matter what the size or style of your sofa, dining table or rattan patio sectional, we have functional furniture covers for your outdoors.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Direct,Default Category/Products,70,Yes,furniture-direct,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Direct,"Furniture, Direct, Rattan, Outdoor",Rattan outdoor furniture direct means you're getting the best deals on all of your outdoor furniture and accessories.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture for Sale,Default Category/Products,71,Yes,furniture-for-sale,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture for Sale,"Furniture, for, Sale, Rattan, Outdoor",Rattan outdoor furniture for sale is available on our easy-to-use website! Finding quality rattan furniture for sale has just gotten a whole lot easier.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Manufacturers,Default Category/Products,72,Yes,furniture-manufacturers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Manufacturers,"Furniture, Manufacturers, Rattan, Outdoor","Rattan outdoor furniture manufacturers offer quality lawn, patio, resort, hotel and country club decor.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Online,Default Category/Products,73,Yes,furniture-online,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Online,"Furniture, Online, Rattan, Outdoor",Rattan outdoor furniture online is easy and accessible to everyone across the globe.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Outlet,Default Category/Products,74,Yes,furniture-outlet,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Outlet,"Furniture, Outlet, Rattan, Outdoor",Our rattan outdoor furniture outlet is in full stock and ready for your order.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Retailers,Default Category/Products,75,Yes,furniture-retailers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Retailers,"Furniture, Retailers, Outdoor, Patio, Rattan","Rattan outdoor patio furniture retailers offer quality lawn, patio, resort, hotel and country club decor.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Sales,Default Category/Products,76,Yes,furniture-sales,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Sales,"Furniture, Sales, Rattan, Outdoor",With rattan outdoor furniture sales we are committed to bringing you the number one outdoor furniture products on the market at low prices guaranteed.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Set of 4,Default Category/Products,77,Yes,furniture-set-of-4,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Set of 4,"Furniture, Set, of, 4, Rattan, Outdoor",Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Set of 6,Default Category/Products,78,Yes,furniture-set-of-6,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Set of 6,"Furniture, Set, of, 6, Rattan, Outdoor",Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Furniture Set of 8,Default Category/Products,79,Yes,furniture-set-of-8,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Furniture Set of 8,"Furniture, Set, of, 8, Rattan, Outdoor",Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
